"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C33","0402","1494.329mil","-295.998mil","1494.329mil","-295.998mil","1494.329mil","-277.101mil","T","270.00","100n"
"J2","2129320-3","2214.636mil","-913.856mil","2214.636mil","-913.856mil","2108.337mil","-906.966mil","T","0.00","2129320-3"
"R70","0402","1875.659mil","-387.113mil","1875.659mil","-387.113mil","1894.557mil","-387.113mil","T","180.00","2k"
"R69","0402","1953.454mil","-407.514mil","1953.454mil","-407.514mil","1953.454mil","-388.616mil","T","270.00","2k"
"R62","0402","1875.738mil","-313.703mil","1875.738mil","-313.703mil","1894.635mil","-313.703mil","T","180.00","0R"
"R56","0402","1512.329mil","-352.998mil","1512.329mil","-352.998mil","1493.431mil","-352.998mil","T","360.00","0R"
"R55","0402","1876.329mil","-276.998mil","1876.329mil","-276.998mil","1895.226mil","-276.998mil","T","180.00","2k"
"R53","0402","1533.329mil","-295.998mil","1533.329mil","-295.998mil","1533.329mil","-314.896mil","T","90.00","200k"
"IC6","MSOP-8","1371.329mil","-805.998mil","1371.329mil","-805.998mil","1409.715mil","-722.337mil","T","270.00","PCA9517ADP,118"
"IC5","QFN-32","2731.329mil","-638.999mil","2731.329mil","-638.998mil","2633.888mil","-570.101mil","T","360.00","FT232RQ"
"C35","0603","1737.943mil","-117.636mil","1737.943mil","-117.636mil","1770.029mil","-117.636mil","T","180.00","10u"
"C31","1206","1302.091mil","-447.887mil","1302.091mil","-447.887mil","1302.091mil","-510.879mil","T","90.00","100u"
"J6","68715014522","1769.103mil","764.606mil","1753.943mil","740.631mil","1286.823mil","725.631mil","B","360.00","68715014522"
"J5","CON-Molex-047346-0001","328.746mil","-1092.715mil","328.746mil","-1090.077mil","379.927mil","-1040.353mil","B","90.00","Molex 47346-0001"
"C3","0402","2508.329mil","-737.998mil","2508.329mil","-737.998mil","2527.226mil","-737.998mil","T","180.00","4u7"
"C4","0402","2508.329mil","-692.998mil","2508.329mil","-692.998mil","2527.226mil","-692.998mil","T","180.00","4u7"
"C5","0402","1908.329mil","-753.998mil","1908.329mil","-753.998mil","1927.226mil","-753.998mil","T","180.00","100n"
"C10","Kemet_B","688.846mil","355.677mil","627.232mil","355.677mil","627.232mil","355.677mil","T","360.00","CPol"
"C11","Kemet_B","741.896mil","191.109mil","680.282mil","191.109mil","680.282mil","191.109mil","T","360.00","CPol"
"C26","0402","1433.329mil","-642.998mil","1433.329mil","-642.998mil","1433.329mil","-661.896mil","T","90.00","100n"
"C27","0402","1267.329mil","-834.998mil","1267.329mil","-834.998mil","1267.329mil","-853.896mil","T","90.00","100n"
"C41","0402","2253.329mil","172.002mil","2253.329mil","172.002mil","2272.226mil","172.002mil","T","180.00","47n"
"D2","SOD-323","2466.329mil","-589.999mil","2466.329mil","-589.998mil","2466.329mil","-548.463mil","T","180.00","1N4148WS"
"D4","SOD-323","779.329mil","-797.999mil","779.329mil","-797.998mil","779.329mil","-756.463mil","T","180.00","1N4148WS"
"IC1","VQFN-24","1393.124mil","8.635mil","1393.124mil","8.636mil","1343.912mil","-66.168mil","T","180.00","TCA9548ARGER"
"IC2","SON-15","2249.753mil","-570.392mil","2249.753mil","-570.392mil","2141.486mil","-606.809mil","T","180.00","TPD8S009"
"IC4","SC70-5","1150.738mil","10.694mil","1176.329mil","54.002mil","1176.329mil","54.002mil","T","270.00","TLV70018DCKT"
"IC18","SON-15","1092.273mil","-645.195mil","1092.273mil","-645.195mil","1200.541mil","-608.778mil","T","360.00","TPD8S009"
"J11","WE_632723100011","1655.578mil","-917.99mil","1655.581mil","-988.659mil","1547.31mil","-766.809mil","T","0.00","632723100011"
"L3","0603","2665.329mil","-946.998mil","2665.329mil","-946.998mil","2697.415mil","-946.998mil","T","180.00","BLM18EG221SN1D"
"R1","0402","1214.32mil","-794.802mil","1214.32mil","-794.802mil","1214.32mil","-775.904mil","T","270.00","5R6"
"R2","0402","1178.887mil","-794.802mil","1178.887mil","-794.802mil","1178.887mil","-775.904mil","T","270.00","5R6"
"R3","0402","1143.454mil","-794.802mil","1143.454mil","-794.802mil","1143.454mil","-775.904mil","T","270.00","5R6"
"R4","0402","1108.021mil","-794.802mil","1108.021mil","-794.802mil","1108.021mil","-775.904mil","T","270.00","5R6"
"R5","0402","1392.329mil","-973.998mil","1392.329mil","-973.998mil","1392.329mil","-955.101mil","T","270.00","2k"
"R6","0402","1336.329mil","-973.998mil","1336.329mil","-973.998mil","1336.329mil","-955.101mil","T","270.00","2k"
"R7","0402","1072.588mil","-794.802mil","1072.588mil","-794.802mil","1072.588mil","-775.904mil","T","270.00","5R6"
"R8","0402","1037.155mil","-794.802mil","1037.155mil","-794.802mil","1037.155mil","-775.904mil","T","270.00","5R6"
"R9","0402","1001.722mil","-794.802mil","1001.722mil","-794.802mil","1001.722mil","-775.904mil","T","270.00","5R6"
"R10","0402","966.289mil","-794.802mil","966.289mil","-794.802mil","966.289mil","-775.904mil","T","270.00","5R6"
"R11","0402","1352.829mil","-642.998mil","1352.829mil","-642.998mil","1352.829mil","-624.101mil","T","270.00","2k"
"R13","0402","1302.573mil","-148.845mil","1302.573mil","-148.845mil","1302.573mil","-167.742mil","T","90.00","0R"
"R14","0402","2563.612mil","-1042.833mil","2563.612mil","-1042.833mil","2563.612mil","-1061.731mil","T","90.00","470R"
"R15","0402","1341.943mil","-148.845mil","1341.943mil","-148.845mil","1341.943mil","-167.742mil","T","90.00","0R"
"R16","0402","2253.329mil","93.502mil","2253.329mil","93.502mil","2272.226mil","93.502mil","T","180.00","1k"
"R17","0402","1381.313mil","-148.845mil","1381.313mil","-148.845mil","1381.313mil","-167.742mil","T","90.00","0R"
