"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"IC11","SC70-5","-1794.106mil","482.784mil","-1819.697mil","439.477mil","-1819.697mil","439.477mil","T","90.00","SN74LV1T125DCKR"
"F1","Fuse-1206","-3110.872mil","1413.386mil","-3173.864mil","1413.386mil","-3173.864mil","1413.386mil","T","360.00","Value"
"D13","SOD-323","-1582.232mil","1292.54mil","-1582.232mil","1292.54mil","-1540.696mil","1292.54mil","T","90.00","1N4148WS"
"D12","SOT-3","-1823.694mil","374.391mil","-1823.694mil","374.391mil","-1806.961mil","360.612mil","T","90.00","TPD2E009DRTR"
"D11","SOT-3","-2812.532mil","389.284mil","-2812.532mil","389.284mil","-2798.752mil","406.017mil","T","180.00","TPD2E009DRTR"
"D10","SOT-3","-2759.209mil","213.628mil","-2759.209mil","213.628mil","-2772.989mil","230.361mil","B","360.00","TPD2E009DRTR"
"C63","0603","-1470.049mil","1292.582mil","-1470.049mil","1292.582mil","-1437.962mil","1292.582mil","T","180.00","10u"
"M2","jetson-nano-module","-6178.11mil","-1575.747mil","-632.551mil","112.552mil","-6178.11mil","-1575.747mil","T","180.00","Value"
"R67","0402","-1834.046mil","752.329mil","-1834.046mil","752.329mil","-1852.944mil","752.329mil","T","360.00","200k"
"R65","0402","-1879.213mil","1023.622mil","-1879.213mil","1023.622mil","-1879.213mil","1042.52mil","T","270.00","0R"
"R63","0402","-1985.512mil","1023.622mil","-1985.512mil","1023.622mil","-1985.512mil","1004.724mil","T","90.00","0R"
"LED1","LED0603","-2339.666mil","35.898mil","-2339.666mil","35.898mil","-2312.166mil","35.898mil","T","180.00","KPT-1608SGC"
"L2","0603","-2439.962mil","543.28mil","-2439.962mil","543.28mil","-2407.875mil","543.28mil","T","180.00","BLM18EG221SN1D"
"IC7","RNH0030A","-2044.567mil","858.366mil","-2044.567mil","858.268mil","-1973.701mil","906.693mil","T","270.00","HD3SS3220"
"D7","TPD4E05U06_PASS","-1965.827mil","551.181mil","-1965.827mil","551.181mil","-1926.457mil","566.339mil","T","180.00","TPD4E05U06"
"D6","TPD4E05U06_PASS","-2182.363mil","551.181mil","-2182.363mil","551.181mil","-2221.733mil","566.339mil","T","0.00","TPD4E05U06"
"D5","SOT-3","-1971.872mil","655.786mil","-1971.872mil","655.786mil","-1985.652mil","672.519mil","B","360.00","TPD2E009DRTR"
"C34","0805","-1765.506mil","997.544mil","-1765.506mil","997.544mil","-1799.955mil","997.544mil","T","360.00","47u"
"C33","0402","-2269.552mil","813.439mil","-2269.552mil","813.439mil","-2269.552mil","832.337mil","T","270.00","100n"
"J2","2129320-3","-1516.693mil","306.142mil","-1516.693mil","306.142mil","-1622.992mil","313.032mil","T","0.00","2129320-3"
"R70","0402","-1855.669mil","832.885mil","-1855.669mil","832.885mil","-1836.772mil","832.885mil","T","180.00","2k"
"R69","0402","-1777.875mil","812.484mil","-1777.875mil","812.484mil","-1777.875mil","831.382mil","T","270.00","2k"
"R62","0402","-1855.591mil","897.638mil","-1855.591mil","897.638mil","-1836.693mil","897.638mil","T","180.00","0R"
"R56","0402","-2213.859mil","866.142mil","-2213.859mil","866.142mil","-2232.756mil","866.142mil","T","360.00","0R"
"R55","0402","-1855.069mil","937.412mil","-1855.069mil","937.412mil","-1836.171mil","937.412mil","T","180.00","2k"
"R53","0402","-2213.859mil","901.575mil","-2213.859mil","901.575mil","-2194.961mil","901.575mil","T","180.00","200k"
"IC6","PCA9517ATP","-2349.73mil","409.184mil","-2349.73mil","409.184mil","-2292.643mil","379.657mil","T","90.00","PCA9517ATP"
"IC5","QFN-32","-809.493mil","468.363mil","-809.493mil","468.363mil","-878.39mil","370.922mil","T","90.00","FT232RQ"
"C35","0603","-1993.386mil","1102.362mil","-1993.386mil","1102.362mil","-1964.843mil","1102.362mil","T","180.00","10u"
"C32","0603","-2321.783mil","167.786mil","-2321.783mil","167.786mil","-2321.783mil","139.242mil","T","90.00","1u"
"C31","1206","-2406.762mil","674.889mil","-2406.762mil","674.889mil","-2406.762mil","737.881mil","T","270.00","100u"
"J6","68715014522","-1962.226mil","1992.479mil","-1977.386mil","1968.504mil","-2444.506mil","1953.504mil","B","360.00","68715014522"
"J1","WE_685119136923","-2670.236mil","192.953mil","-2670.236mil","160.473mil","-2528.504mil","302.205mil","T","0.00","685119136923"
"J5","CON-Molex-047346-0001","-3402.583mil","127.283mil","-3402.583mil","129.921mil","-3351.401mil","179.646mil","B","90.00","Molex 47346-0001"
"C3","0402","-1135.118mil","480.315mil","-1135.118mil","480.315mil","-1118.386mil","480.315mil","T","180.00","4u7"
"C4","0402","-1135.118mil","511.811mil","-1135.118mil","511.811mil","-1118.386mil","511.811mil","T","180.00","4u7"
"C5","0603","-1864.965mil","489.913mil","-1864.965mil","489.913mil","-1864.965mil","461.37mil","T","90.00","100n"
"C10","1206","-3178.173mil","1590.551mil","-3178.173mil","1590.551mil","-3232.307mil","1590.551mil","T","360.00","100u"
"C11","1206","-2985.26mil","1590.551mil","-2985.26mil","1590.551mil","-2931.126mil","1590.551mil","T","180.00","100u"
"C26","0402","-2385.569mil","168.833mil","-2385.569mil","168.833mil","-2385.569mil","149.935mil","T","90.00","100n"
"C27","0402","-2463.955mil","391.038mil","-2463.955mil","391.038mil","-2463.955mil","372.14mil","T","90.00","100n"
"C41","0402","-1760.892mil","1233.087mil","-1760.892mil","1233.087mil","-1777.624mil","1233.087mil","T","360.00","47n"
"D2","SOD-323","-1217.796mil","472.441mil","-1217.796mil","472.441mil","-1217.796mil","513.976mil","T","180.00","1N4148WS"
"D4","SOD-323","-2926.457mil","452.756mil","-2926.457mil","452.756mil","-2967.993mil","452.756mil","T","270.00","1N4148WS"
"IC1","VQFN-24","-2338.204mil","1228.634mil","-2338.204mil","1228.634mil","-2387.417mil","1153.831mil","T","180.00","TCA9548ARGER"
"IC2","SON-15","-1481.575mil","649.606mil","-1481.575mil","649.606mil","-1589.843mil","613.189mil","T","180.00","TPD8S009"
"IC4","SC70-5","-2965.211mil","1040.526mil","-3008.518mil","1066.117mil","-3008.518mil","1066.117mil","T","360.00","TLV70018DCKT"
"IC18","SON-15","-2639.055mil","574.803mil","-2639.056mil","574.803mil","-2530.788mil","611.22mil","T","360.00","TPD8S009"
"J11","WE_632723300011","-2075.751mil","302.008mil","-2075.748mil","231.339mil","-2184.019mil","453.19mil","T","0.00","632723300011"
"L3","0805","-843.789mil","661.23mil","-803.789mil","661.23mil","-803.789mil","661.23mil","T","180.00","742792022"
"R1","0402","-2517.009mil","425.197mil","-2517.009mil","425.197mil","-2517.009mil","444.094mil","T","270.00","5R6"
"R2","0402","-2552.442mil","425.197mil","-2552.442mil","425.197mil","-2552.442mil","444.094mil","T","270.00","5R6"
"R3","0402","-2587.875mil","425.197mil","-2587.875mil","425.197mil","-2587.875mil","444.094mil","T","270.00","5R6"
"R4","0402","-2623.308mil","425.197mil","-2623.308mil","425.197mil","-2623.308mil","444.094mil","T","270.00","5R6"
"R5","0402","-2444.707mil","476.445mil","-2444.707mil","476.445mil","-2463.605mil","476.445mil","T","360.00","2k"
"R6","0402","-2320.096mil","481.089mil","-2320.096mil","481.089mil","-2338.993mil","481.089mil","T","360.00","2k"
"R7","0402","-2658.741mil","425.197mil","-2658.741mil","425.197mil","-2658.741mil","444.094mil","T","270.00","5R6"
"R8","0402","-2694.174mil","425.197mil","-2694.174mil","425.197mil","-2694.174mil","444.094mil","T","270.00","5R6"
"R9","0402","-2729.607mil","425.197mil","-2729.607mil","425.197mil","-2729.607mil","444.094mil","T","270.00","5R6"
"R10","0402","-2765.04mil","425.197mil","-2765.04mil","425.197mil","-2765.04mil","444.094mil","T","270.00","5R6"
"R11","0402","-2320.667mil","540.394mil","-2320.667mil","540.394mil","-2339.565mil","540.394mil","T","360.00","2k"
"R12","0402","-2678.491mil","182.076mil","-2678.491mil","182.076mil","-2678.491mil","163.179mil","B","90.00","0R"
